RATING*,INTEREST_ID*,USER_ID*
1,51,46
1,52,46
1,36,46
1,38,46
1,4,46
1,5,46
1,40,46
1,45,46
1,46,46
1,11,39
1,12,39
1,13,39
3,14,39
1,15,39
2,19,39
2,20,39
2,22,39
1,23,39
2,29,39
1,30,39
1,51,39
3,52,39
1,54,39
1,55,39
2,36,39
1,38,39
1,3,39
2,4,39
4,5,39
1,7,39
1,44,39
1,45,39
2,46,39
1,11,12
1,12,12
1,13,12
1,15,12
1,18,12
2,29,12
1,31,12
1,37,12
1,0,12
1,2,12
1,4,12
1,5,12
1,7,12
3,43,12
1,45,12
1,46,12
